"UO - Órgão Superior",,"Função Governo",,"Subfunção Governo",,"Ação Governo",,"JAN/2018","FEV/2018","MAR/2018","JAN/2017","FEV/2017","MAR/2017","ABR/2017","MAI/2017","JUN/2017","JUL/2017","AGO/2017","SET/2017","OUT/2017","NOV/2017","DEZ/2017","JAN/2016","FEV/2016","MAR/2016","ABR/2016","MAI/2016","JUN/2016","JUL/2016","AGO/2016","SET/2016","OUT/2016","NOV/2016","DEZ/2016"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5260","IMPLANTACAO DO PROJETO PUBLICO DE IRRIGACAO PONTAL COM 7.811","432.213,32","148.860,80","318.769,45","","32.883,15","1.120.565,14","635.619,85","714.772,27","29.674,67","695.077,29","408.322,51","566.488,32","927.312,41","387.288,65","1.018.848,62","1.178.589,36","496.282,66","291.260,28","6.033.620,10","273.704,75","27.893,32","79.005,87","5.240.552,81","1.245.086,90","163.853,18","563.895,05","822.187,33"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5314","IMPLANTACAO DO PROJETO PUBLICO DE IRRIGACAO BAIXIO DE IRECE","90.751,01","142.220,45","501.781,75","17.216,98","31.576,99","292.716,52","246.408,42","787.466,93","67.540,30","139.937,80","866.938,45","2.219.417,41","1.023.562,86","259.065,07","662.881,52","139.369,33","308.788,56","191.678,64","844.183,17","213.976,73","5.786,92","112.630,19","139.382,12","2.156.082,36","89.674,16","757.064,37","554.655,78"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5322","IMPLANTACAO DO PROJETO PUBLICO DE IRRIGACAO JAIBA COM 21.934","","3.779,72","90.023,73","1.420,45","161,49","438.464,33","28.154,93","149.716,14","310.869,93","697,85","3.688,60","2.562,74","104.138,36","6.832,18","1.088.749,56","64.071,67","18.492,23","0,00","2.230.635,26","0,00","0,00","0,00","2.576.105,76","0,00","0,00","60.606,96","16.292,55"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5330","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO BEBE","","","","","","","100.683,24","182.400,39","84.765,59","0,00","229.759,99","3.609,41","51.078,70","0,00","0,00","","","","9.462,45","0,00","0,00","0,00","111.810,45","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5348","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO MIRO","28.860,00","314.950,00","9.742,00","","","","","","313.280,00","0,00","0,00","0,00","120.500,00","0,00","245.040,22","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5354","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO NILO","","139.128,99","500,00","","","69.594,69","596.001,47","0,00","206.067,68","0,00","0,00","0,00","0,00","796.284,54","923.208,31","","","","3.513.278,97","0,00","0,00","0,00","772.803,90","45.282,17","0,00","878.521,03","792.629,94"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5368","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO FORM","","","","","","","310.989,00","169.999,00","313.280,00","96.900,00","673.881,40","4.648,37","79.867,42","0,00","0,00","","","","731.813,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","22.273,87"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5370","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO GORU","1.379.875,07","0,00","0,00","","1.808,95","26.987,51","0,00","60.661,53","0,00","0,00","0,00","0,00","0,00","305.145,26","0,00","","","","6.384,83","651.783,67","0,00","0,00","0,00","1.066.447,51","0,00","0,00","526.665,65"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5378","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO CURA","","425.094,44","0,00","","5.764,20","314.897,33","188.732,74","83.003,52","396.210,18","0,00","449.481,95","0,00","485.462,04","295.735,28","148.634,00","","","","211.648,94","0,00","0,00","0,00","633.788,64","0,00","0,00","58.999,29","102.570,05"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","20","AGRICULTURA","607","IRRIGACAO","5442","TRANSFERENCIA DA GESTAO DO PROJETO PUBLICO DE IRRIGACAO MANI","","354.256,91","0,00","","","","","0,00","201.000,00","0,00","0,00","0,00","0,00","0,00","401.879,68","","","","","","","","","","","","64.099,27"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","511","SANEAMENTO BASICO RURAL","116F","ABASTECIMENTO PUBLICO DE AGUA EM COMUNIDADES RIBEIRINHAS DOS","","","","","","","","","","","","","","","1.775,52","","","1.227,90","0,00","35.228,01","451.959,29","0,00","18.672,82","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","512","SANEAMENTO BASICO URBANO","10RP","IMPLANTACAO, AMPLIACAO OU MELHORIA DE SISTEMAS PUBLICOS DE C","","","","","","110.537,21","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","541","PRESERVACAO E CONSERVACAO AMBIENTAL","14RL","REALIZACAO DE ESTUDOS, PROJETOS E OBRAS PARA CONTENCAO OU AM","1.427.220,71","0,00","0,00","","1.515.005,00","630.880,40","0,00","1.907.520,67","11.631.732,06","0,00","0,00","0,00","0,00","0,00","1.228.978,12","3.000.000,00","1.545.823,77","8.089.191,41","3.113.032,32","0,00","5.500.000,00","7.010.709,32","0,00","2.396.081,98","0,00","0,00","5.561.328,53"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","109J","CONSTRUCAO DE ADUTORAS","","","","","","","","","","","","","","","","","","","","","","","","","4.000.000,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10CT","CONSTRUCAO DO CANAL ADUTOR DO SERTAO ALAGOANO","","","","","","","","","","","17.517.466,13","0,00","0,00","0,00","128.652.152,30","13.449.238,00","5.464.000,00","26.157.608,59","10.027.566,82","0,00","31.421.573,15","1.378.435,73","21.023.565,75","0,00","28.035.005,65","7.703.037,56","52.892.708,57"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10DC","CONSTRUCAO DA BARRAGEM OITICICA NO ESTADO DO RIO GRANDE DO N","","","","5.685.000,00","10.664.432,57","0,00","9.500.000,00","0,00","0,00","10.553.000,00","0,00","8.091.000,00","9.580.000,00","39.350.000,00","0,00","6.000.000,00","12.000.000,00","4.000.000,00","6.000.000,00","6.000.000,00","0,00","0,00","10.959.999,71","0,00","0,00","7.353.042,29","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10F6","IMPLANTACAO DA ADUTORA DO AGRESTE NO ESTADO DE PERNAMBUCO","","","","","","16.000.000,00","0,00","0,00","0,00","40.500.000,00","0,00","0,00","11.200.000,00","0,00","126.349.277,00","6.000.000,00","6.239.119,37","11.182.423,27","0,00","0,00","10.347.735,62","0,00","5.589.551,63","0,00","25.000.000,00","30.310.904,68","42.000.000,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10GM","ESTUDOS E PROJETOS DE INFRAESTRUTURA HIDRICA","","9.821,13","0,00","","","199.136,97","669.377,11","2.818,36","7.489,87","0,00","0,00","0,00","2.869,92","0,00","0,00","36.977,59","1.775.944,77","523.246,40","152.086,42","3.787,55","0,00","103.632,15","789.932,22","0,00","966,30","2.838.020,73","653.599,14"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10RM","IMPLANTACAO, AMPLIACAO OU MELHORIA DE SISTEMAS PUBLICOS DE E","106.575,07","0,00","0,00","","","56.537,23","42.577,17","246.076,47","269.037,29","0,00","243.072,99","0,00","369.863,89","176.501,29","7.333.333,33","209.674,04","75.170,33","0,00","42.848,60","79.125,28","96.667,39","26.878,89","1.709.994,68","149.388,87","0,00","148.605,08","133.552,39"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","10ZW","RECUPERACAO E CONTROLE DE PROCESSOS EROSIVOS EM MUNICIPIOS D","341.264,84","402.398,83","439.442,98","118.824,17","26.882,71","2.191.738,80","470.336,83","1.680.853,40","432.961,36","471.608,67","394.434,64","91.678,26","1.550.535,08","588.461,51","619.490,25","3.777,10","206.112,63","60.126,11","3.997,91","20.132,53","79.038,96","5.275.686,06","441.933,49","841.495,64","806.667,48","782.673,78","1.382.465,85"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","116F","ABASTECIMENTO PUBLICO DE AGUA EM COMUNIDADES RIBEIRINHAS DOS","194.639,96","79.319,96","338.285,29","68.878,13","0,00","697.525,06","21.139,97","31.747,34","447.516,84","1.007,06","498.273,13","4.485,55","538.086,37","153.602,15","1.462.056,33","1.732.528,04","2.293.316,75","574.137,97","702.701,03","156.875,84","36.007,40","2.088.101,37","492.657,04","546.058,56","282.501,30","1.013.064,11","600.988,11"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","11AA","CONSTRUCAO DA BARRAGEM FRONTEIRAS NO ESTADO DO CEARA","","617.135,88","672.500,62","","","","6.600,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","12EP","INTEGRACAO DO RIO SAO FRANCISCO COM AS BACIAS DO NORDESTE SE","11.619.664,16","12.612.804,72","11.761.812,76","8.826.561,19","62.986.332,36","56.155.783,06","34.220.061,52","28.305.179,11","15.014.500,52","38.364.905,36","14.589.630,01","29.910.719,27","5.965.180,75","12.453.713,55","27.085.972,54","33.383.068,11","14.152.532,84","114.289.463,37","51.314.138,95","10.597.319,80","51.663.565,51","50.066.206,91","55.767.483,86","50.265.876,65","49.920.538,19","44.477.918,30","107.028.424,71"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","12G5","IMPLANTACAO DO SISTEMA ADUTOR DE GUANAMBI NO ESTADO DA BAHIA","","","","","","","","","","","","","","","","","1.906,32","0,00","1.176,02","6.905.084,98","0,00","0,00","1.906,32","0,00","0,00","0,00","1.164,88"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","12G6","RECUPERACAO DE RESERVATORIOS ESTRATEGICOS PARA A INTEGRACAO","3.170.609,15","0,00","4.902.875,75","","","","704.020,86","0,00","858.943,11","4.521.859,10","0,00","562.936,27","2.472.435,30","1.784.360,50","1.426.130,41","2.591.821,88","0,00","1.414.484,96","866.516,90","1.259.733,70","0,00","917.077,55","0,00","385.601,51","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","12G7","CONSTRUCAO DO CANAL ADUTOR VERTENTE LITORANEA COM 112,5 KM N","","","","","","","","","","","","","15.430.404,95","0,00","109.363.360,05","5.000.000,00","10.000.000,00","10.000.000,00","5.000.000,00","2.484.001,61","0,00","15.000.000,00","5.893.447,20","0,00","7.424.286,59","26.024.925,69","35.000.000,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","12QC","IMPLANTACAO DE OBRAS E EQUIPAMENTOS PARA OFERTA DE AGUA","22.513.430,65","18.462.971,20","12.535.114,42","853.568,68","18.499.591,85","10.272.969,39","4.057.026,26","8.507.211,94","25.471.384,38","6.026.834,66","33.946.863,87","166.632,86","35.516.270,16","8.516.696,43","55.857.197,15","39.958.175,09","17.622.270,70","23.486.344,42","61.941.496,64","53.749.801,37","21.872.901,14","10.015.670,73","12.623.135,81","18.873.380,45","16.106.506,74","64.551.953,96","100.632.503,70"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","13RU","PROJETO PARA INTEGRACAO DO RIO SAO FRANCISCO COM AS BACIAS D","","","","","","672,75","0,00","0,00","0,00","0,00","0,00","4.236,36","0,00","0,00","0,00","1.995.049,20","532.091,33","351.107,32","0,00","736.023,56","0,00","0,00","576.924,24","469.406,07","0,00","1.440.341,49","1.623.155,96"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","140S","IMPLANTACAO DO SISTEMA ADUTOR NOVA CAMARA NO ESTADO DA PARAI","","","","1.387.751,22","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.207.186,78","0,00","0,00","0,00","","","","","","","","10.662.000,92","10.365.179,51","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","141H","CONSTRUCAO DO CANAL DO SERTAO PERNAMBUCANO NO ESTADO DO PERN","5.790,22","0,00","0,00","","","","","","","","","","","","2.532,32","","","","569.986,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14LA","CONSTRUCAO DA BARRAGEM INGAZEIRA, NO ESTADO DE PERNAMBUCO","2.242.063,25","2.553.143,36","2.236.203,04","","","","4.766,79","467.036,94","0,00","584.433,70","2.069.074,48","284.765,68","1.741.754,09","1.318.225,11","1.574.302,19","2.269.589,05","1.628.773,08","3.704.973,54","2.328,82","6.544,24","652,48","25.292,82","2.712.011,54","96.732,27","296.901,51","502,94","2.155.757,86"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RM","IMPLANTACAO DA BARRAGEM GERMINAL NO ESTADO DO CEARA","","","","3.240.070,29","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6.873.581,71","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RP","REABILITACAO DE BARRAGENS E DE OUTRAS INFRAESTRUTURAS HIDRIC","390,56","155.010,58","60.044,89","","","1.319.607,76","1.327.136,52","133.650,60","3.344.917,08","1.334.913,32","1.654.303,01","16.211,02","16.070,41","295.487,80","391.259,66","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RQ","IMPLANTACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA CO","","","","","","","","","","","","","","","","","","","1.155.267,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RR","IMPLANTACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA DE","","","","","","","","","","","","","","","","","","","5.487.630,82","0,00","0,00","0,00","0,00","0,00","356.007,72","0,00","4.319.978,10"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RS","IMPLANTACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA NA","","","","2.562.710,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","2.387.786,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","84.157,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RU","RECUPERACAO E AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENT","","","","","","","","","","","","","8.100.000,00","0,00","0,00","","","","","","","","","","12.772.559,40","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RX","IMPLANTACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA CA","","","1.187,33","","","","","","","538.297,51","33.447,06","7.649,49","2.507,74","4.805,46","935.963,40","1.178.234,31","0,00","33.167,60","0,00","19.366,57","14.610,72","1.224.608,35","454.841,61","700.410,40","0,00","774.801,70","440.146,94"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14RZ","AMPLIACAO DA ADUTORA REDENCAO NO ESTADO DE PERNAMBUCO","","","","","","","","","","","","","","","","1.000.000,00","445.956,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","328.651,58"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14S5","AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA ALTO","","","","","","","","","","","","","","","","","2.633.037,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.475.983,38"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14S8","IMPLANTACAO DA ADUTORA SANTA CRUZ DA BAIXA VERDE NO ESTADO D","","","","","","","","","","","","","","","","120.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","420.787,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14S9","IMPLANTACAO DA ADUTORA DE ALTO SANTO NO ESTADO DO CEARA","","","","","","","","","","","","","","","","","","","","","","","","","","","4.771.317,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14SC","AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA SERT","","","","","502.075,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","290.764,90","","","2.049.310,48","0,00","0,00","0,00","0,00","0,00","0,00","125.989,98","0,00","561.637,91"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14SD","AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA TOMA","","","","","","","","","","","","","3.109.157,00","0,00","10.000.000,00","","","","3.000.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14SG","AMPLIACAO DA BARRAGEM DE MATO VERDE NO ESTADO DE MINAS GERAI","","","","","","","","","","","","","4.931.955,11","0,00","6.868.044,89","500.000,00","0,00","0,00","1.000.000,00","0,00","0,00","0,00","0,00","0,00","4.226.457,89","0,00","10.247.707,11"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14SH","AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA DO O","","","","","","","","","","","","","","","","","2.000.000,00","0,00","0,00","0,00","0,00","5.032.896,89","0,00","0,00","0,00","0,00","207.245,07"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14SL","RECUPERACAO DA ADUTORA AMARAJI NO ESTADO DE PERNAMBUCO","","","","","","","","","","","","","","","","","100.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14VI","IMPLANTACAO DE INFRAESTRUTURAS HIDRICAS PARA OFERTA DE AGUA","","3.635,24","15.590,69","","1.883.332,78","103.941,81","234.640,88","1.112.817,81","857.579,08","0,00","317.601,23","38.349,96","1.155.149,54","633.910,97","289.159,35","5.442.986,87","14.373.982,43","10.122.114,17","3.614.389,17","2.802.866,41","0,00","0,00","8.952.796,25","6.038.977,22","6.700.163,07","5.551,19","17.533.980,78"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","14VL","AMPLIACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA PEND","","","","","","","","","","","","","","","","1.000.000,00","1.500.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3.628.566,19","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","152D","CONSTRUCAO DO SISTEMA ADUTOR RAMAL DO AGRESTE PERNAMBUCANO","","","","","","","","","","","","","","","","1.532.581,86","1.532.581,86","1.580.777,41","0,00","0,00","0,00","0,00","1.826,30","23.657,57","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","152E","CONSTRUCAO DA 1. ETAPA DOSISTEMA ADUTOR RAMAL DO ENTREMONTES","","","","","","","","","","","","","","","","0,00","122.325,08","2.277,33","12.038,84","0,00","0,00","0,00","2.783,24","0,00","420,87","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","1I62","IMPLANTACAO DO SISTEMA INTEGRADO DE ABASTECIMENTO DE AGUA E","","","","","","","","","","","","","","","","","2.000.000,00","2.690.818,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","1N64","IMPLANTACAO DA ADUTORA PAJEU NOS ESTADOS DE PERNAMBUCO E PAR","702.934,62","1.372.785,84","5.585.926,13","2.178.150,46","931.880,67","3.937.364,09","1.334.284,05","7.072.052,06","5.264.383,75","223,86","22.087.531,85","11.561.676,50","6.357.915,58","794.028,95","708.647,38","5.551.511,88","4.890.545,55","5.352.114,83","5.934.441,18","5.707.936,57","3.254,67","9.146.647,94","9.774.156,23","3.596.202,82","1.056.874,90","1.124.210,36","3.434.500,75"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","213R","MANUTENCAO DO PROJETO DE INTEGRACAO DO RIO SAO FRANCISCO NA","22.931.100,67","2.908.314,21","49.628.901,49","389.040,82","2.135.707,89","6.342.584,65","5.444.252,15","5.977.890,21","22.451.347,06","20.640.886,30","5.828.301,46","24.537.133,12","(396.080,85)","13.441.026,44","19.658.581,01","1.995.561,59","1.769.765,14","2.191.439,17","1.196.270,03","4.042.234,23","2.518.163,86","2.725.566,09","2.729.956,27","2.225.100,04","2.100.094,98","2.744.338,76","3.013.863,91"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","3735","CONSTRUCAO DA BARRAGEM CONGONHAS NO ESTADO DE MINAS GERAIS","","","","","2.947,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","","","","","56.845,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","5308","CONSTRUCAO DA BARRAGEM JEQUITAI NO ESTADO DE MINAS GERAIS","336.923,82","6.653,93","28.461,28","1.820,73","12.545,41","98.632,18","19.281.263,37","27.247,67","37.233,84","2.932,50","98.965,03","41.024,13","350.298,79","54.762,21","38.333,69","1.687,53","87.357,78","71.507,04","2.266.918,35","47.632,21","1.937,87","6.598,86","3.811.807,87","1.546.608,65","23.208,50","51.077,29","812.242,33"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","5900","INTEGRACAO DO RIO SAO FRANCISCO COM AS BACIAS DOS RIOS JAGUA","16.879.252,24","25.502.503,12","17.906.164,13","42.555.192,42","51.775.028,06","36.102.266,37","24.222.453,57","23.899.791,57","25.940.660,70","19.492.790,31","18.818.559,76","26.057.514,67","48.296.107,14","23.270.106,19","93.668.365,76","55.253.975,64","91.901.062,33","61.587.094,65","38.067.111,21","59.838.119,08","81.275.849,97","57.201.657,94","52.011.696,47","66.468.046,81","55.234.813,07","50.846.006,66","35.757.783,51"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","5910","AMPLIACAO DO SISTEMA DE ABASTECIMENTO DE AGUA DA REGIAO METR","","","","","","","","","14.973.224,67","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","7G88","CONSTRUCAO DA BARRAGEM ATALAIA NO ESTADO DO PIAUI","","","","","","","","","2.938,82","0,00","0,00","0,00","0,00","0,00","0,00","","","","","","","","","","","",""
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","7I31","CONSTRUCAO DA BARRAGEM DO FIGUEIREDO NO ESTADO DO CEARA","","","","","","","","","","","","","","","","","","345.240,77","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","18","GESTAO AMBIENTAL","544","RECURSOS HIDRICOS","7L29","INTEGRACAO DAS BACIAS HIDROGRAFICAS DO ESTADO CEARA - CINTUR","","","","","","18.253.076,33","0,00","11.848.785,64","25.680.016,65","17.329.144,25","0,00","19.149.498,14","19.201.836,65","33.039.179,31","65.000.000,00","10.000.000,00","10.000.000,00","14.070.796,38","0,00","10.000.000,00","30.000.000,00","0,00","0,00","42.430.264,01","43.289.786,21","0,00","100.107.291,43"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","17","SANEAMENTO","512","SANEAMENTO BASICO URBANO","10RM","IMPLANTACAO, AMPLIACAO OU MELHORIA DE SISTEMAS PUBLICOS DE E","414.404,10","1.175.960,76","5.953.441,73","41.019,56","68.204,01","4.990.613,17","1.735.959,55","2.032.482,48","1.867.067,83","1.119.961,04","3.393.541,93","1.561.472,13","4.002.471,81","1.307.733,40","8.052.470,50","5.378.419,91","18.632.348,33","1.251.456,83","2.225.811,93","86.245,22","155.657,66","10.302.942,70","8.273.354,96","1.932.479,09","2.509.383,96","6.004.721,60","3.584.416,33"
"53000","MINISTERIO DA INTEGRACAO NACIONAL","17","SANEAMENTO","512","SANEAMENTO BASICO URBANO","10RP","IMPLANTACAO, AMPLIACAO OU MELHORIA DE SISTEMAS PUBLICOS DE C","","","","","","","","","","","","","","","","668,14","0,00","2.581,45","1.770,24","229,09","0,00","612,00","0,00","0,00","0,00","65.585,76","0,00"
