uf;municipio;data;eleitores
SE;aracaju;2011-12-16;375315
SE;araua;2011-12-16;8755
SE;areia_branca;2011-12-16;11144
SE;barra_dos_coqueiros;2010-01-21;16133
SE;boquim;2011-12-16;19913
SE;brejo_grande;2011-12-16;5263
SE;campo_do_brito;2011-12-16;13107
SE;canhoba;2011-12-16;3656
SE;caninde_de_sao_francisco;2011-12-16;18284
SE;capela;2011-12-16;21268
SE;carira;2011-12-16;15342
SE;carmopolis;2011-12-16;11306
SE;cedro_de_sao_joao;2011-12-16;4499
SE;cristinapolis;2011-12-16;11995
SE;cumbe;2011-12-16;3005
SE;divina_pastora;2011-12-16;3116
SE;estancia;2011-12-16;43137
SE;feira_nova;2011-12-16;4535
SE;frei_paulo;2011-12-16;10420
SE;gararu;2011-12-16;8255
SE;general_maynard;2011-12-16;1925
SE;graccho_cardoso;2011-12-16;5010
SE;ilha_das_flores;2011-12-16;6940
SE;indiaroba;2011-12-16;10392
SE;itabaiana;2011-12-16;60317
SE;itabaianinha;2011-12-16;27354
SE;itabi;2011-12-16;4218
SE;itaporanga_d_ajuda;2011-12-16;22244
SE;japaratuba;2011-12-16;12779
SE;japoata;2011-12-16;9817
SE;lagarto;2011-12-16;65863
SE;laranjeiras;2011-12-16;18805
SE;macambira;2011-12-16;5231
SE;malhada_dos_bois;2011-12-16;3168
SE;malhador;2011-12-16;8635
SE;maruim;2011-12-16;11587
SE;moita_bonita;2011-12-16;8252
SE;monte_alegre_de_sergipe;2011-12-16;8894
SE;muribeca;2011-12-16;6163
SE;neopolis;2011-12-16;13705
SE;nossa_senhora_aparecida;2011-12-16;6404
SE;nossa_senhora_da_gloria;2011-12-16;21899
SE;nossa_senhora_das_dores;2011-12-16;18367
SE;nossa_senhora_de_lourdes;2011-12-16;4925
SE;nossa_senhora_do_socorro;2011-12-16;81614
SE;pacatuba;2011-12-16;10486
SE;pedra_mole;2011-12-16;2537
SE;pedrinhas;2011-12-16;6781
SE;pinhao;2011-12-16;4768
SE;pirambu;2011-12-16;6702
SE;poco_redondo;2011-12-16;16991
SE;poco_verde;2011-12-16;17301
SE;porto_da_folha;2011-12-16;19927
SE;propria;2011-12-16;20543
SE;riachao_do_dantas;2011-12-16;15337
SE;riachuelo;2011-12-16;6777
SE;ribeiropolis;2011-12-16;12651
SE;rosario_do_catete;2011-12-16;6872
SE;salgado;2011-12-16;13876
SE;santa_luzia_do_itanhy;2011-12-16;9609
SE;santa_rosa_de_lima;2011-12-16;3258
SE;santana_do_sao_francisco;2011-12-16;4951
SE;santo_amaro_das_brotas;2011-12-16;8209
SE;sao_cristovao;2011-12-16;48256
SE;sao_domingos;2011-12-16;7332
SE;sao_francisco;2011-12-16;2615
SE;sao_miguel_do_aleixo;2011-12-16;3026
SE;simao_dias;2011-12-16;30102
SE;siriri;2011-12-16;5900
SE;telha;2011-12-16;2595
SE;tobias_barreto;2011-12-16;37306
SE;tomar_do_geru;2011-12-16;10173
SE;umbauba;2011-12-16;15319
SP;aguas_de_sao_pedro;2014-03-25;4164
SP;analandia;2014-03-28;5362
SP;corumbatai;2014-02-28;3496
SP;embu_das_artes;2014-03-25;178270
SP;ipeuna;2014-02-28;5377
SP;itirapina;2014-02-28;9951
SP;itupeva;2011-11-30;27109
SP;jundiai;2012-03-31;268267
SP;louveira;2013-10-31;28875
SP;nuporanga;2010-03-19;5530
SP;sales_oliveira;2011-06-30;7713
SP;santa_gertrudes;2014-02-28;16931
SP;santa_maria_da_serra;2014-03-25;4084
SP;sao_pedro;2014-03-25;24322
SP;vinhedo;2013-10-25;51639
TO;abreulandia;2012-03-23;1943
TO;alianca_do_tocantins;2012-03-23;4385
TO;almas;2016-03-04;5251
TO;alvorada;2010-03-19;6431
TO;aparecida_do_rio_negro;2016-03-04;3686
TO;araguaina;2013-12-19;98791
TO;arraias;2016-03-04;8520
TO;aurora_do_tocantins;2016-03-04;2916
TO;barrolandia;2016-03-04;4383
TO;bernardo_sayao;2016-03-04;3156
TO;bom_jesus_do_tocantins;2010-03-19;2157
TO;brasilandia_do_tocantins;2016-03-04;1702
TO;brejinho_de_nazare;2016-03-04;4060
TO;cariri_do_tocantins;2012-03-23;2440
TO;chapada_da_natividade;2016-03-04;2822
TO;chapada_de_areia;2016-03-04;1882
TO;colinas_do_tocantins;2016-03-04;22419
TO;combinado;2016-03-04;3724
TO;conceicao_do_tocantins;2016-03-04;3386
TO;cristalandia;2016-03-04;5443
TO;crixas_do_tocantins;2012-03-23;1023
TO;dianopolis;2016-03-04;12401
TO;divinopolis_do_tocantins;2012-03-23;4698
TO;dois_irmaos_do_tocantins;2016-03-04;4803
TO;fatima;2016-03-04;2920
TO;figueiropolis;2010-03-19;3741
TO;fortaleza_do_tabocao;2016-03-04;2399
TO;guarai;2016-03-04;16732
TO;gurupi;2012-03-23;51682
TO;ipueiras;2016-03-04;1591
TO;juarina;2016-03-04;1741
TO;lagoa_da_confusao;2016-03-04;6439
TO;lagoa_do_tocantins;2016-03-04;2666
TO;lajeado;2016-03-04;2524
TO;lavandeira;2016-03-04;1466
TO;lizarda;2016-03-04;2724
TO;marianopolis_do_tocantins;2012-03-23;2844
TO;miracema_do_tocantins;2016-03-04;14455
TO;miranorte;2016-03-04;9807
TO;monte_do_carmo;2016-03-04;4604
TO;monte_santo_do_tocantins;2012-03-23;1541
TO;natividade;2016-03-04;6666
TO;nova_rosalandia;2016-03-04;2493
TO;novo_acordo;2016-03-04;3418
TO;novo_alegre;2016-03-04;1706
TO;novo_jardim;2016-03-04;1958
TO;oliveira_de_fatima;2016-03-04;1673
TO;palmas;2014-03-14;151039
TO;palmeiropolis;2016-03-04;4966
TO;paraiso_do_tocantins;2012-03-23;29622
TO;parana;2016-03-04;7731
TO;pedro_afonso;2010-03-19;7061
TO;pium;2016-03-04;4906
TO;ponte_alta_do_bom_jesus;2016-03-04;3412
TO;porto_alegre_do_tocantins;2016-03-04;2164
TO;porto_nacional;2016-03-04;34821
TO;presidente_kennedy;2016-03-04;2494
TO;pugmil;2012-03-23;1761
TO;rio_da_conceicao;2016-03-04;1629
TO;rio_dos_bois;2016-03-04;1985
TO;rio_sono;2010-03-19;4124
TO;santa_maria_do_tocantins;2010-03-19;2021
TO;santa_rita_do_tocantins;2016-03-04;1709
TO;santa_rosa_do_tocantins;2016-03-04;3655
TO;santa_tereza_do_tocantins;2016-03-04;2319
TO;sao_felix_do_tocantins;2014-12-16;1270
TO;sao_salvador_do_tocantins;2016-03-04;2303
TO;silvanopolis;2016-03-04;3889
TO;taguatinga;2016-03-04;10532
TO;taipas_do_tocantins;2016-03-04;1654
TO;talisma;2010-03-19;2158
TO;tocantinia;2016-03-04;4883
TO;tupirama;2011-11-16;1071
TO;tupiratins;2016-03-04;1590
